Date,Open,High,Low,Close,Volume
2024-10-28,71.54000091552734,72.19999694824219,71.54000091552734,72.16999816894531,441500
2024-10-25,72.30000305175781,72.30000305175781,71.68000030517578,71.7300033569336,140200
2024-10-24,72.63999938964844,72.63999938964844,71.58999633789062,72.16000366210938,211400
2024-10-23,72.37999725341797,72.68000030517578,71.94000244140625,72.36000061035156,301800
2024-10-22,72.69000244140625,72.8499984741211,72.30999755859375,72.80999755859375,160400
2024-10-21,73.01000213623047,73.38999938964844,72.63999938964844,72.7699966430664,133500
2024-10-18,73.0999984741211,73.29000091552734,72.86000061035156,73.22000122070312,112600
2024-10-17,72.8499984741211,73.05000305175781,72.75,72.9000015258789,132000
2024-10-16,72.3499984741211,72.94000244140625,72.3499984741211,72.7699966430664,141000
2024-10-15,72.0999984741211,72.33000183105469,71.93000030517578,72.20999908447266,91800
2024-10-14,72.27999877929688,72.56999969482422,72.27999877929688,72.5,84700
2024-10-11,71.94000244140625,72.66999816894531,71.94000244140625,72.4800033569336,108700
2024-10-10,71.69999694824219,72.13999938964844,71.5199966430664,72.04000091552734,86700
2024-10-09,71.52999877929688,72.06999969482422,71.5,72.01000213623047,270100
2024-10-08,71.73999786376953,71.97000122070312,71.51000213623047,71.87000274658203,146700
2024-10-07,72.30999755859375,72.44000244140625,71.70999908447266,72.05999755859375,214400
2024-10-04,71.97000122070312,72.58999633789062,71.97000122070312,72.55000305175781,99600
2024-10-03,71.9800033569336,72.22000122070312,71.6500015258789,71.97000122070312,160400
2024-10-02,72.62000274658203,72.88999938964844,72.26000213623047,72.41999816894531,536000
2024-10-01,72.1500015258789,72.62000274658203,71.9800033569336,72.5199966430664,188800
2024-09-30,72.12999725341797,72.36000061035156,71.70999908447266,72.29000091552734,96100
2024-09-27,72.61000061035156,72.73999786376953,72.13999938964844,72.19000244140625,127700
2024-09-26,72.37000274658203,72.79000091552734,72.23999786376953,72.52999877929688,176100
2024-09-25,72.45999908447266,72.54000091552734,72.11000061035156,72.1500015258789,506400
2024-09-24,72.44000244140625,72.61000061035156,72.18000030517578,72.5199966430664,134700
2024-09-23,71.81024737717104,72.13828605136432,71.72078642094077,72.01899719238281,395700
2024-09-20,71.36292826151742,71.66113903644255,71.1144154904092,71.62138366699219,93000
2024-09-19,71.72079024566284,71.74066793121588,71.01501485640229,71.65120697021484,191200
2024-09-18,70.78637438173159,71.43250908122765,70.50804130108901,70.55774688720703,123100
2024-09-17,71.21382192409241,71.38280879502813,70.73668163156708,70.9653091430664,113500
2024-09-16,70.90566522912377,71.15417799867713,70.57762655315146,71.0845947265625,97700
2024-09-13,70.67703102010853,70.9354864271694,70.49810152045224,70.63726806640625,100100
2024-09-12,70.02096471285789,70.45834205723462,69.78238697882513,70.4185791015625,213600
2024-09-11,69.14619313924489,69.83209083554422,68.42054007226884,69.79232788085938,320200
2024-09-10,69.21577808070411,69.21577808070411,68.40065645005645,68.9970932006836,220900
2024-09-09,68.97720245644213,69.92154792997269,68.97720245644213,69.42452239990234,530500
2024-09-06,69.28535770372345,69.78238324703283,68.15214007169871,68.5298843383789,295500
2024-09-05,69.67303696046062,69.87185172801699,69.24560227423225,69.315185546875,180700
2024-09-04,69.10642772655318,69.8718513049973,69.10642772655318,69.51399230957031,295300
2024-09-03,69.64321505539318,69.8619075027211,69.13625447368692,69.32511901855469,237600
2024-08-30,70.09054485415459,70.56768513286113,69.77244880701424,70.48816680908203,131500
2024-08-29,70.04084168267003,70.51798956184939,69.95138072132855,70.03089904785156,187000
2024-08-28,70.0308964863382,70.1899483015831,69.58357652797582,69.8022689819336,118600
2024-08-27,70.21977067546011,70.42852050107078,69.9513802093916,70.27941131591797,120100
2024-08-26,70.30923913582969,70.59750728703568,70.23965586070959,70.32911682128906,107500
2024-08-23,69.38477344559067,70.23965804306076,69.2853622631805,70.02096557617188,111000
2024-08-22,69.00702397973178,69.0766072517963,68.61934466622829,68.82809448242188,162100
2024-08-21,69.17601034071508,69.20583824339015,68.8479792513674,69.07660675048828,155200
2024-08-20,68.94738821418187,68.94738821418187,68.52988855229178,68.6988754272461,145600
2024-08-19,68.4801810900669,69.05673256016553,68.4801810900669,68.85791778564453,98900
2024-08-16,68.03285599128779,68.46029824427835,68.03285599128779,68.40065002441406,143700
2024-08-15,67.7843483418333,68.32113685704807,67.7843483418333,68.12232208251953,144700
2024-08-14,66.8300587404442,67.38672492914915,66.8300587404442,67.34696197509766,250000
2024-08-13,66.05469035868614,66.97915815421845,66.05469035868614,66.91951751708984,302900
2024-08-12,66.05469206264861,66.29326978533301,65.8658275122001,66.07457733154297,137000
2024-08-09,65.6570779856175,65.99505171824877,65.37873730791128,65.92546844482422,153800
2024-08-08,64.88171533510356,65.81612584459302,64.70278582443555,65.6570816040039,185000
2024-08-07,65.4980290374501,65.5974326346933,64.34493365821383,64.53379821777344,318300
2024-08-06,63.519864944764855,64.81212678647836,63.380694609561154,64.513916015625,345000
2024-08-05,62.40652677070102,63.89760341893634,62.33694349714369,63.61927032470703,493200
2024-08-02,65.26939954055207,65.45826409437757,64.21570020654197,64.74254608154297,310200
2024-08-01,67.19784896218104,67.73463743525974,65.85588157148808,66.19385528564453,346300
2024-07-31,67.29725876691134,68.02291943200461,67.15809221481261,67.67500305175781,346800
2024-07-30,66.4324382162751,66.87975818698503,66.4324382162751,66.65113067626953,275500
2024-07-29,66.76047574990051,66.76047574990051,66.24356492904748,66.4622573852539,142400
2024-07-26,66.57160165839638,66.80022915843784,66.34296657434707,66.67100524902344,169900
2024-07-25,65.66701418399845,66.58154697300374,65.66701418399845,66.11434173583984,2113000
2024-07-24,66.54178080455102,66.81017125548678,66.1541014954173,66.18392181396484,677200
2024-07-23,66.83999036746381,67.00898480952894,66.75052941343607,66.78034973144531,303900
2024-07-22,66.84993540272883,67.20779439970943,66.54178199355418,67.10839080810547,358700
2024-07-19,66.31314922264889,66.99904692147848,66.31314922264889,66.7008285522461,237000
2024-07-18,67.41654781759485,67.45631077316152,66.64118914406559,66.83999633789062,634100
2024-07-17,67.3569016241641,67.71476061075825,67.13820917857792,67.317138671875,1430600
2024-07-16,66.89963958315708,67.83404242538666,66.89963958315708,67.8042221069336,451100
2024-07-15,66.92946436892245,67.3469640231475,66.89964404847898,67.08850860595703,3252600
2024-07-12,67.04874092777685,67.36683696344754,66.88969670194535,67.16802978515625,3885600
2024-07-11,66.53184015269598,66.90957683889935,66.52189751821463,66.71076965332031,3123700
2024-07-10,65.68689586822865,66.39267121078282,65.56760701077992,66.38272857666016,178200
2024-07-09,65.40856630729459,65.58749581109967,65.24951448879759,65.37873840332031,198700
2024-07-08,65.36880616212316,65.55767072469533,65.18987665062798,65.50797271728516,197300
2024-07-05,66.16404107340846,66.16404107340846,65.45826567812277,65.46820831298828,131600
2024-07-03,65.26939887429117,66.10439815806924,65.26939887429117,65.82606506347656,144700
2024-07-02,64.29522278373828,64.94135748873163,64.26540246541681,64.91153717041016,169200
2024-07-01,64.67296374793501,64.93141916388666,64.26540673048072,64.29522705078125,192700
2024-06-28,64.75249059663575,65.1004069785319,64.34493357327409,64.58350372314453,205700
2024-06-27,64.51392158988277,64.78231206524157,64.31510680812767,64.77237701416016,203600
2024-06-26,63.89760516809949,64.31510482087229,63.89760516809949,64.24552154541016,249000
2024-06-25,64.20575510798022,64.54373641618547,64.12623678605647,64.4642105102539,255700
2024-06-24,63.69375272759597,64.67137565993372,63.69375272759597,64.58250427246094,195800
2024-06-21,63.20000854302302,63.57525588149709,63.20000854302302,63.49626159667969,204200
2024-06-20,63.66413288323659,63.81225940557914,63.37775694911509,63.644378662109375,207600
2024-06-18,63.47650526645175,63.91100772164114,63.427134781834326,63.60488510131836,169700
2024-06-17,63.22962967976216,63.55550651826021,62.98275465678385,63.525882720947266,164300
2024-06-14,63.19013480813585,63.58513259887695,62.91363221090164,63.58513259887695,123000
2024-06-13,64.30601542767093,64.30601542767093,63.53575894678304,63.66413879394531,130900
2024-06-12,65.20462716714792,65.20462716714792,64.37513074057671,64.53312683105469,205800
2024-06-11,64.22700386183786,64.29612856366008,63.861626132761884,64.19738006591797,219100
2024-06-10,64.39488547891314,64.82938796660822,64.33563787932869,64.74050903320312,167100
2024-06-07,64.91826189506827,65.07626554548686,64.52326030305049,64.54301452636719,125600
2024-06-06,65.03675401110897,65.51074981689453,65.03675401110897,65.51074981689453,146500
2024-06-05,65.04663656127062,65.21450977594178,64.84913201398561,65.19475555419922,148100
2024-06-04,64.87875319282898,64.87875319282898,64.29613175342718,64.79975891113281,157300
2024-06-03,65.78726279240608,66.02426071919216,64.96763585865345,65.3527603149414,195700
2024-05-31,65.34288113666058,65.91563301446612,64.83926149992664,65.8860092163086,272400
2024-05-30,64.42450044386678,65.14537878740992,64.41463086797512,64.9676284790039,162400
2024-05-29,64.91825502251899,64.91825502251899,64.20725373896266,64.23688507080078,255800
2024-05-28,65.82676002325137,65.92550852605713,65.45150516495046,65.64900970458984,136300
2024-05-24,65.38237797842093,65.9551298205983,65.38237797842093,65.84650421142578,117800
2024-05-23,66.17238495369084,66.17238495369084,64.88863178790217,65.16513061523438,137000
2024-05-22,65.80701037111956,66.1427643448033,65.53051153045553,65.76750946044922,88500
2024-05-21,66.33037920356178,66.46862861336959,65.97487856861949,66.29087829589844,125600
2024-05-20,66.30075824930957,66.69575980885294,66.30075824930957,66.42913055419922,124800
2024-05-17,65.93538048827703,66.44888477589184,65.90575668976619,66.42913055419922,111800
2024-05-16,65.87613143261052,66.04400464314023,65.70825822208081,65.93537902832031,120500
2024-05-15,65.94526023350888,66.07364007755517,65.50088817003835,65.97488403320312,264500
2024-05-14,65.71813440995666,65.88600761812926,65.42188136751152,65.64900970458984,165400
2024-05-13,65.88601471705603,65.95513942987074,65.51075981832308,65.57001495361328,523700
2024-05-10,66.14275964418547,66.36988044686353,65.71813430219191,65.77738189697266,120500
2024-05-09,65.33301326505882,65.97488233263176,65.33301326505882,65.86625671386719,158800
2024-05-08,64.59238503459507,65.27375497916138,64.49362899756044,65.26387786865234,137400
2024-05-07,65.63913386017435,65.79712996090551,65.25400941798394,65.42188262939453,131500
2024-05-06,65.04663641471087,65.59963407780667,64.99725839449384,65.57988739013672,143300
2024-05-03,64.8886309907019,64.8886309907019,64.26650863684762,64.62200927734375,257200
2024-05-02,63.930754914030295,64.47388298731025,63.62463229128773,64.23688507080078,210200
2024-05-01,63.3975022169328,64.3060080177487,63.23950612159159,63.575252532958984,211500
2024-04-30,64.28625949008448,64.42450891101144,63.52588767498623,63.555511474609375,311400
2024-04-29,64.78000401860962,65.03675615003691,64.51338231084003,64.84912872314453,159600
2024-04-26,64.5825082603382,64.85900708380794,64.44425884860333,64.75038146972656,202200
2024-04-25,63.56538278641614,64.66150847663756,63.437002954390756,64.51338195800781,226300
2024-04-24,64.64176146254717,64.8195117979137,63.98013814413835,64.30601501464844,203600
2024-04-23,64.29613221849336,65.0071334970964,64.28625510794946,64.87875366210938,233400
2024-04-22,63.98013168935119,64.62200825419694,63.71350244618663,64.33563232421875,181200
2024-04-19,63.387634790913474,64.11838276646459,63.387634790913474,63.89125442504883,1659700
2024-04-18,63.348135367689245,63.812261638053705,63.07163276744395,63.40738296508789,202200
2024-04-17,63.22963008095166,63.693756332540204,62.83463230188845,63.308631896972656,255800
2024-04-16,63.091380556188874,63.348132690780325,62.67663232386811,63.01238250732422,238500
2024-04-15,64.36525803396809,64.54300835668346,63.288878986961755,63.50613021850586,447000
2024-04-12,64.57263074883673,64.96763229449569,63.72338006257969,63.99000930786133,385500
2024-04-11,65.23425897921626,65.44163311134119,64.49363384990082,64.99726104736328,303500
2024-04-10,65.40213423579885,65.61937792688308,64.97750889599662,65.3132553100586,390500
2024-04-09,66.16250314149855,66.42912483918624,65.57988173016778,66.281005859375,437600
2024-04-08,66.07363071692811,66.24150391409859,65.69837588322076,65.99462890625,217900
2024-04-05,65.26387468951371,66.11312533525343,65.13550239526096,65.89588165283203,169900
2024-04-04,66.41925627033288,66.41925627033288,65.28362969238664,65.46138000488281,224500
2024-04-03,65.17501153867055,65.99463849194488,65.17501153867055,65.7181396484375,412700
2024-04-02,65.56013432745686,65.64901325861317,65.24413458095451,65.48113250732422,301600
2024-04-01,65.85638313550965,66.0538801390664,65.57000720653294,65.8267593383789,277900
2024-03-28,65.6983851906856,66.08350965476764,65.6983851906856,65.97488403320312,217500
2024-03-27,65.03675750480907,65.60950937375941,65.03675750480907,65.5996322631836,210300
2024-03-26,65.30337899389254,65.4120046077697,64.98737926280293,65.00713348388672,321500
2024-03-25,65.07625989404839,65.50088525013659,65.07625989404839,65.11576080322266,365400
2024-03-22,65.7280060603535,65.73788317115408,65.04663609567471,65.11576080322266,272400
2024-03-21,66.02425988668837,66.23163401176492,65.76750774105773,65.78726196289062,169900
2024-03-20,64.89851482238244,65.93538551952129,64.77013497366856,65.90576171875,272700
2024-03-19,64.78001038331107,65.22438998529145,64.72076278332507,64.94788360595703,242700
2024-03-18,65.04832919001652,65.23528035083024,64.86137802920281,64.96961212158203,247300
2024-03-15,64.979447517407,65.28446674529786,64.84169641404517,65.00896453857422,309300
2024-03-14,65.5107786466379,65.63868824500267,64.77282306487548,65.06800079345703,116200
2024-03-13,65.26478847321869,65.81579286336222,65.26478847321869,65.73707580566406,167500
2024-03-12,65.02863848780287,65.18607260607455,64.66458522632547,65.16639709472656,206600
2024-03-11,64.47763344048829,64.97944530385313,64.41859940016485,64.9499282836914,156500
2024-03-08,65.24510797611742,65.49109316077401,64.654745034316,64.80233764648438,224800
2024-03-07,64.66459048323547,65.15656088252136,64.6252319504679,65.10736083984375,279500
2024-03-06,64.3890950006009,64.53668013033696,64.08406821644193,64.2808609008789,264300
2024-03-05,63.70032381720532,64.13326016139425,63.611772750551616,63.76919937133789,339400
2024-03-04,63.73968234911999,63.99550905312911,63.66096528529066,63.76919937133789,384800
2024-03-01,63.444507941695896,64.17262205305653,63.444507941695896,63.956153869628906,125200
2024-02-29,63.34610067321324,63.52321030259069,63.1394740234182,63.36578369140625,532400
2024-02-28,62.755739466682144,63.2673928575366,62.755739466682144,63.011566162109375,203700
2024-02-27,63.542900561632905,63.58225909563199,63.18868126251396,63.35594940185547,222100
2024-02-26,63.63144380391847,63.85775346985041,63.38545862684422,63.55272674560547,307800
2024-02-23,63.523204291809776,63.90694053467184,63.49368727418519,63.80854797363281,212100
2024-02-22,63.11980144242327,63.64128884566908,63.11980144242327,63.54289627075195,1212300
2024-02-21,62.834459606995395,62.95253145112835,62.62783294140366,62.89349365234375,308600
2024-02-20,63.22803733371216,63.257554356343555,62.883655804788816,62.991886138916016,322000
2024-02-16,63.07060044063599,63.523212283856964,63.01156639795957,63.21819305419922,235900
2024-02-15,62.2440949049581,63.28707353014173,62.23425714822532,63.24771499633789,322900
2024-02-14,61.29951018680025,61.94891095510167,61.29951018680025,61.880035400390625,274100
2024-02-13,61.63404863477095,61.63404863477095,60.38444341857225,60.837059020996094,205200
2024-02-12,62.52943409069318,63.0706007540541,62.52943409069318,62.72622299194336,221400
2024-02-09,62.38184760853624,62.637670562511076,62.18505869978224,62.58847427368164,161800
2024-02-08,62.135859920578106,62.39168286429968,61.82099918056566,62.32280731201172,250400
2024-02-07,62.2244158420415,62.42120099296282,62.076823225414365,62.352325439453125,700200
2024-02-06,61.77180226246683,62.31297270556249,61.722605973122576,62.20473861694336,147400
2024-02-05,62.28345074210214,62.28345074210214,61.54549515569468,61.67340850830078,164800
2024-02-02,62.77541700179663,62.77541700179663,62.20473333765166,62.66718292236328,230400
2024-02-01,62.637668727469894,63.10995984258146,62.52943464315422,63.04108428955078,242900
2024-01-31,63.49369646232783,63.54289650340267,62.53927647114164,62.54911422729492,202700
2024-01-30,62.98204741223376,63.43465924133793,62.804937782856314,63.36578369140625,196400
2024-01-29,62.68686414949491,63.24771007553743,62.39168267580454,63.21819305419922,120200
2024-01-26,62.69670367373374,62.863971793935505,62.50975253534827,62.76557922363281,188000
2024-01-25,62.43103968351242,62.57862854003906,62.16537523764127,62.57862854003906,129000
2024-01-24,62.804938512736925,62.85413479848329,62.076820722008335,62.0866584777832,178200
2024-01-23,62.05714285885695,62.35232433343911,61.98826730656898,62.32280731201172,193800
2024-01-22,62.20473450253576,62.372002625929866,61.78163968597461,61.998104095458984,168600
2024-01-19,61.515976713874466,62.15553595527489,61.161757440022605,62.135860443115234,190300
2024-01-18,61.132241629983895,61.46678164487054,61.014166034068936,61.368385314941406,424000
2024-01-17,61.15192261999533,61.24047744271003,60.718986262974,61.11256408691406,231200
2024-01-16,61.988267184232114,62.17521457529678,61.643889423471926,61.91939163208008,196900
2024-01-12,63.001726168556424,63.17883580705618,62.352325411869366,62.450721740722656,154700
2024-01-11,62.68686586229881,62.87381701171181,61.76196288521476,62.36216735839844,194500
2024-01-10,62.608148533219946,62.83445444648702,62.608148533219946,62.657344818115234,419200
2024-01-09,62.81477561540123,62.82461337107381,62.19489191182142,62.568790435791016,172200
2024-01-08,62.293292054385134,63.09028543641588,62.244092012698296,63.07060241699219,138200
2024-01-05,62.3621648885548,63.15915823582286,62.3621648885548,62.59830856323242,165800
2024-01-04,62.28344910275806,62.68686466257184,62.14569799747084,62.4310417175293,163100
2024-01-03,61.99810659739732,62.490076985025546,61.88003475532868,62.263771057128906,164700
2024-01-02,62.52943505036912,62.75574097657745,62.31297063376421,62.450721740722656,166700
2023-12-29,62.96237290102277,63.28707141043827,62.913172858697656,63.09028625488281,381100
2023-12-28,63.405144285742544,63.52321237125785,63.04108350603531,63.11980056762695,258200
2023-12-27,63.36578861083577,63.57241527667235,63.178837457847784,63.39530563354492,244100
2023-12-26,62.97220508827783,63.37562438042309,62.883650274735004,63.346099853515625,283800
2023-12-22,62.56879721434827,62.952533535563546,62.460563123044196,62.64751052856445,258800
2023-12-21,61.79147657915023,62.224412898946845,61.79147657915023,62.17521286010742,202600
2023-12-20,62.23425587967523,62.41136552474605,61.28967360825507,61.30935287475586,448800
2023-12-19,61.53565707403488,62.23425412464894,61.515977808089055,62.16537857055664,648400
2023-12-18,61.241455078125,61.46574658775838,61.114680322236325,61.241455078125,252800
2023-12-15,61.57301847321761,61.670538948927124,60.94890230877983,60.95865249633789,212500
2023-12-14,61.309714253463355,61.63152621956507,61.309714253463355,61.60226821899414,631800
2023-12-13,59.34960125980258,60.74411238471939,59.076551379128176,60.67584991455078,321200
2023-12-12,59.36910857372399,59.37885876140871,58.98878801358112,59.300846099853516,1080100
2023-12-11,59.34960236043555,59.58364405677515,59.174069228168,59.544639587402344,139400
2023-12-08,59.10580740119532,59.63240680373974,59.10580740119532,59.408111572265625,230100
2023-12-07,59.359351947631524,59.359351947631524,58.97903140490556,59.18381881713867,248000
2023-12-06,59.817689782692476,60.041981292855986,59.20332381657677,59.22282791137695,277400
2023-12-05,59.58364514031172,59.83719465598708,59.51538266763583,59.59339904785156,193500
2023-12-04,59.32034660588588,60.06148358593156,59.32034660588588,59.81768798828125,220200
2023-12-01,59.125311061786874,60.149251856973365,59.125311061786874,60.061485290527344,209400
2023-11-30,58.910769384541666,59.25208174087289,58.71573215805567,59.20332336425781,311300
2023-11-29,58.54995226746364,58.88151443271009,58.384169324827596,58.66697311401367,181600
2023-11-28,58.228140397751865,58.64746912869741,57.9648407025052,58.50119400024414,213900
2023-11-27,58.30615252345204,58.413423175176774,58.17937777868414,58.31590270996094,150700
2023-11-24,58.28665528757182,58.75474241560006,58.27690137989005,58.61821746826172,64100
2023-11-22,57.88683032193007,58.29640516174263,57.769809470558734,58.26715087890625,129800
2023-11-21,58.37442063663105,58.666974620531484,58.19888750228564,58.22814178466797,117100
2023-11-20,58.12086567574587,58.530444190843255,58.042853023362085,58.49143600463867,223900
2023-11-17,58.04285736701479,58.41342772363932,58.04285736701479,58.34516525268555,142200
2023-11-16,57.730799902798935,57.91608322305203,57.45774629607905,57.701541900634766,112800
2023-11-15,57.94533701932238,58.364665753244225,57.94533701932238,58.01360321044922,209300
2023-11-14,57.31147266784945,58.05260968831731,57.31147266784945,57.93558883666992,117700
2023-11-13,56.16075429678342,56.83362881036302,56.121746108163435,56.628841400146484,123400
2023-11-10,56.121744685416466,56.41429865259862,55.73167396918211,56.394798278808594,124500
2023-11-09,56.394801934521205,56.97015599926148,56.17050670111556,56.219268798828125,192600
2023-11-08,56.209515364162385,56.41430278418525,55.85844908982273,56.07299041748047,152100
2023-11-07,56.463062299888584,56.53132477010745,56.15100423030927,56.297279357910156,125600
2023-11-06,57.418744203022754,57.496756865296014,56.88239459480682,56.96040725708008,176900
2023-11-03,57.01891334211921,57.50650451837807,56.90188878139876,57.360225677490234,177600
2023-11-02,55.253835269985785,56.52157166054512,55.253835269985785,56.50206756591797,114800
2023-11-01,53.937344974278936,54.42493622030199,53.81057020870567,54.3371696472168,128000
2023-10-31,53.810561859502464,53.94708679200166,53.59602055413206,53.80080795288086,193800
2023-10-30,53.86907658650528,54.23964321440264,53.586272802037094,53.9080810546875,540900
2023-10-27,54.08361763246143,54.08361763246143,53.24496013261017,53.38148880004883,139900
2023-10-26,54.10311963818476,54.32741114598959,53.76180728283516,53.96659469604492,200600
2023-10-25,54.25915326224064,54.79550288886079,54.16163650104642,54.3371696472168,133900
2023-10-24,54.990538159578634,55.05880063397221,54.385926077795816,54.59071350097656,204700
2023-10-23,54.902767908055765,55.47812566795299,54.56145555897504,54.93202590942383,117000
2023-10-20,55.73167892315103,55.76093320646199,55.05880064679211,55.097808837890625,154700
2023-10-19,55.89745313758829,56.29727776039279,55.64390735825944,55.721920013427734,167900
2023-10-18,56.69710658518395,56.8628895347447,55.9657197536516,56.07299041748047,224500
2023-10-17,56.44355903838343,57.33097488434858,56.3070340959312,57.00916290283203,142200
2023-10-16,56.49232012336295,57.02866973157888,56.277778792066236,56.96040725708008,136600
2023-10-13,56.74585898038256,56.87263372608912,56.14124697166922,56.31678009033203,170300
2023-10-12,57.23345384487104,57.23345384487104,56.00472565493261,56.30703353881836,132300
2023-10-11,56.82388138536338,57.10668518656666,56.6288441528085,57.087181091308594,466600
2023-10-10,56.316780440181006,56.87263407939115,56.26802206692186,56.6678466796875,219600
2023-10-09,55.57564675135491,56.2582714570361,55.448871997431695,56.14125061035156,195500
2023-10-06,54.922270870117146,55.74142421105034,54.307904934410864,55.5561408996582,290300
2023-10-05,54.55170576952487,55.13681748071882,54.55170576952487,55.117313385009766,173800
2023-10-04,54.746738994246186,54.766243088525805,53.93733954178306,54.6004638671875,203800
2023-10-03,55.05879293867575,55.12705540352862,54.4736850342153,54.75648880004883,167700
2023-10-02,56.44356088397247,56.44356088397247,55.253837112228936,55.400115966796875,317300
2023-09-29,57.71130017976959,57.71130017976959,56.66785521083028,56.70686340332031,197600
2023-09-28,56.580085036729436,57.37973433175178,56.5313266592331,57.22370529174805,2190400
2023-09-27,57.018916302066415,57.145687336056284,56.19976293462689,56.648345947265625,443200
2023-09-26,57.262709138670886,57.5650132882354,56.862884521484375,56.862884521484375,173600
2023-09-25,57.457741411468234,57.90632811293493,57.27245810696649,57.81856155395508,112700
2023-09-22,58.26714389762383,58.26714389762383,57.53575715413901,57.6235237121582,119200
2023-09-21,58.49143971764117,58.54995200066238,57.62352797963421,57.64303207397461,169000
2023-09-20,59.154563282876964,59.661658569116376,58.94002196792263,58.95952606201172,170900
2023-09-19,59.75917530813769,59.95421252896574,59.01803833302181,59.125308990478516,165100
2023-09-18,60.01313803010064,60.01313803010064,59.49962671910728,59.62558364868164,171600
2023-09-15,59.58682666762591,59.95500646891526,59.58682666762591,59.799983978271484,232400
2023-09-14,59.18958130434951,59.82904954025853,59.18958130434951,59.799983978271484,158200
2023-09-13,58.443529028057306,58.91828744092461,58.443529028057306,58.734195709228516,458900
2023-09-12,58.14316897214068,58.65668390698807,58.14316897214068,58.511348724365234,94000
2023-09-11,58.114105198869076,58.433841132048386,57.93970445277624,58.307884216308594,109500
2023-09-08,57.697485224201195,58.03659944999897,57.63935410254206,57.707176208496094,165300
2023-09-07,57.84282002981021,58.08504289116116,57.63935371332204,57.68779754638672,200000
